Datetime,Close,CloseLast,CloseFirst,Grad,Grad_Pct,rolling_days,Fibo236,Fibo382,Fibo500,Fibo618,Fibo764,FiboStartDate,FiboStartPrice
2020-04-28 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,7,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-29 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,7,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-14 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,7,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-19 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,7,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-20 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,7,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-02 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,7,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-04 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,7,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-10 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,7,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-12 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,7,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-16 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,7,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-17 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-22 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-23 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-24 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-29 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-30 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-19 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-20 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-29 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-04 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-09 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-11 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-15 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-17 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-29 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,8,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-23 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,9,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-24 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,9,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-30 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,9,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-19 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,9,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-20 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,9,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-29 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,9,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-04 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,9,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-09 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,9,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-10 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,9,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-12 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,9,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-16 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,9,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-16 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,10,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-22 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,10,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-24 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,10,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-28 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,10,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-19 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,10,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-20 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,10,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-02 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,10,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-09 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,10,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-10 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,10,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-11 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,10,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-15 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,10,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-17 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,10,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-19 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,10,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-16 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-17 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-22 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-23 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-28 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-29 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-14 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-20 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-29 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-02 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-09 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-10 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-11 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-12 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-16 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,11,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-17 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-23 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-24 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-28 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-29 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-30 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-29 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-04 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-10 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-11 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-12 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-15 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-17 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-19 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-23 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,12,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-24 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,13,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-29 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,13,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-30 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,13,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-05-29 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,13,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-02 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,13,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-04 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,13,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-11 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,13,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-12 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,13,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-15 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,13,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-16 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,13,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-06-24 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,13,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
2020-04-22 08:00:00+08:00,0.01,0.01,0.005,0.005,100.0,14,0.00882,0.00809,0.0075,0.00691,0.00618,2020-04-02 08:00:00+08:00,0.005
